""," Date "," Package "," Title "
"1658","2016-12-23","gasfluxes","Greenhouse Gas Flux Calculation from Chamber Measurements"
"1659","2016-12-23","gemtc","Network Meta-Analysis Using Bayesian Methods"
"1660","2016-12-23","hitandrun","""Hit and Run"" and ""Shake and Bake"" for Sampling Uniformly from
Convex Shapes"
"1661","2016-12-23","KFAS","Kalman Filter and Smoother for Exponential Family State Space
Models"
"1662","2016-12-23","nparACT","Non-Parametric Measures of Actigraphy Data"
"1663","2016-12-23","qualpalr","Automatic Generation of Qualitative Color Palettes"
"1664","2016-12-23","quint","Qualitative Interaction Trees"
"1665","2016-12-23","Rarity","Calculation of Rarity Indices for Species and Assemblages of
Species"
"1666","2016-12-23","ROI.models.netlib","'ROI' Optimization Problems Based on 'NETLIB-LP'"
"1667","2016-12-23","sfinx","Straightforward Filtering Index for AP-MS Data Analysis (SFINX)"
"1668","2016-12-23","smaa","Stochastic Multi-Criteria Acceptability Analysis"
"1669","2016-12-23","stepPenal","Stepwise Forward Variable Selection in Penalized Regression"
"1670","2016-12-23","swCRTdesign","Stepped Wedge Cluster Randomized Trial (SW CRT) Design"
"1671","2016-12-23","ztype","Run a Ztype Game Loaded with R Functions"
"1672","2016-12-22","astsa","Applied Statistical Time Series Analysis"
"1673","2016-12-22","concreg","Concordance Regression"
"1674","2016-12-22","coxphf","Cox Regression with Firth's Penalized Likelihood"
"1675","2016-12-22","ggspectra","Extensions to 'ggplot2' for Radiation Spectra"
"1676","2016-12-22","heritability","Marker-Based Estimation of Heritability Using Individual Plant
or Plot Data"
"1677","2016-12-22","lavaan.survey","Complex Survey Structural Equation Modeling (SEM)"
"1678","2016-12-22","ldbod","Local Density-Based Outlier Detection"
"1679","2016-12-22","poweRlaw","Analysis of Heavy Tailed Distributions"
"1680","2016-12-22","rbhl","Interface to the 'Biodiversity' 'Heritage' Library"
"1681","2016-12-22","readJDX","Import Data in the JCAMP-DX Format"
"1682","2016-12-22","rowr","Row-Based Functions for R Objects"
"1683","2016-12-22","rtide","Tide Heights"
"1684","2016-12-22","sampling","Survey Sampling"
"1685","2016-12-22","sp","Classes and Methods for Spatial Data"
"1686","2016-12-22","virtualspecies","Generation of Virtual Species Distributions"
"1687","2016-12-22","visNetwork","Network Visualization using 'vis.js' Library"
"1688","2016-12-21","condSURV","Estimation of the Conditional Survival Function for Ordered
Multivariate Failure Time Data"
"1689","2016-12-21","crosstalk","Inter-Widget Interactivity for HTML Widgets"
"1690","2016-12-21","GPrank","Gaussian Process Ranking of Multiple Time Series"
"1691","2016-12-21","growcurves","Bayesian Semi and Nonparametric Growth Curve Models that
Additionally Include Multiple Membership Random Effects"
"1692","2016-12-21","Matrix.utils","Data.frame-Like Operations on Sparse and Dense Matrix Objects"
"1693","2016-12-21","ms.sev","Package for Calculation of ARMSS, Local MSSS and Global MSSS"
"1694","2016-12-21","pgee.mixed","Penalized Generalized Estimating Equations for Bivariate Mixed
Outcomes"
"1695","2016-12-21","plaqr","Partially Linear Additive Quantile Regression"
"1696","2016-12-21","PLMIX","Bayesian Analysis of Finite Mixtures of Plackett-Luce Models for
Partial Rankings/Orderings"
"1697","2016-12-21","QZ","Generalized Eigenvalues and QZ Decomposition"
"1698","2016-12-21","ratelimitr","Rate Limiting for R"
"1699","2016-12-21","redist","Markov Chain Monte Carlo Methods for Redistricting Simulation"
"1700","2016-12-21","rmarkdown","Dynamic Documents for R"
"1701","2016-12-21","rocNIT","Non-Inferiority Test for Paired ROC Curves"
"1702","2016-12-21","rsconnect","Deployment Interface for R Markdown Documents and Shiny
Applications"
"1703","2016-12-21","SpaTimeClus","Model-Based Clustering of Spatio-Temporal Data"
"1704","2016-12-21","tempR","Temporal Sensory Data Analysis"
"1705","2016-12-21","vegclust","Fuzzy Clustering of Vegetation Data"
"1706","2016-12-20","akima","Interpolation of Irregularly and Regularly Spaced Data"
"1707","2016-12-20","aws.ec2metadata","Get EC2 Instance Metadata"
"1708","2016-12-20","aws.ses","AWS SES Client Package"
"1709","2016-12-20","bayesplot","Plotting for Bayesian Models"
"1710","2016-12-20","BETS","Brazilian Economic Time Series"
"1711","2016-12-20","climwin","Climate Window Analysis"
"1712","2016-12-20","Countr","Flexible Univariate Count Models Based on Renewal Processes"
"1713","2016-12-20","elasticsearchr","A Lightweight Interface for Interacting with Elasticsearch from
R"
"1714","2016-12-20","EML","Read and Write Ecological Metadata Language Files"
"1715","2016-12-20","emuR","Main Package of the EMU Speech Database Management System"
"1716","2016-12-20","HDclassif","High Dimensional Supervised Classification and Clustering"
"1717","2016-12-20","ICSOutlier","Outlier Detection Using Invariant Coordinate Selection"
"1718","2016-12-20","languagelayeR","Access the 'languagelayer' API"
"1719","2016-12-20","LatticeKrig","Multiresolution Kriging Based on Markov Random Fields"
"1720","2016-12-20","lba","Latent Budget Analysis for Compositional Data"
"1721","2016-12-20","lbreg","Log-Binomial Regression with Constrained Optimization"
"1722","2016-12-20","OData","R Helper for OData Web Services"
"1723","2016-12-20","patternplot","Versatile Pie Chart using Patterns, Colors, and Images"
"1724","2016-12-20","PBNPA","Permutation Based Non-Parametric Analysis of CRISPR Screen Data"
"1725","2016-12-20","pcaL1","L1-Norm PCA Methods"
"1726","2016-12-20","pleiades","Interface to the 'Pleiades' 'Archeological' Database"
"1727","2016-12-20","PredictTestbench","Test Bench for Comparison of Data Prediction Models"
"1728","2016-12-20","queuecomputer","Computationally Efficient Queue Simulation"
"1729","2016-12-20","radarchart","Radar Chart from 'Chart.js'"
"1730","2016-12-20","RcmdrPlugin.KMggplot2","R Commander Plug-in for Data Visualization with 'ggplot2'"
"1731","2016-12-20","rosetteApi","Rosette API"
"1732","2016-12-20","rstantools","Tools for Developing R Packages Interfacing with 'Stan'"
"1733","2016-12-20","scdhlm","Estimating Hierarchical Linear Models for Single-Case Designs"
"1734","2016-12-20","shinyFeedback","Displays User Feedback Next to Shiny Inputs"
"1735","2016-12-20","simcausal","Simulating Longitudinal Data with Causal Inference Applications"
"1736","2016-12-20","SPPcomb","Combining Different Spatial Datasets in Cancer Risk Estimation"
"1737","2016-12-20","stmgui","Shiny Application for Creating STM Models"
"1738","2016-12-20","surveillance","Temporal and Spatio-Temporal Modeling and Monitoring of Epidemic
Phenomena"
"1739","2016-12-19","bcRep","Advanced Analysis of B Cell Receptor Repertoire Data"
"1740","2016-12-19","blsAPI","Request Data from the U.S. Bureau of Labor Statistics API"
"1741","2016-12-19","DEoptim","Global Optimization by Differential Evolution"
"1742","2016-12-19","forecastHybrid","Convenient Functions for Ensemble Time Series Forecasts"
"1743","2016-12-19","gfer","Green Finance and Environmental Risk"
"1744","2016-12-19","hnp","Half-Normal Plots with Simulation Envelopes"
"1745","2016-12-19","ICtest","Estimating and Testing the Number of Interesting Components in
Linear Dimension Reduction"
"1746","2016-12-19","logistf","Firth's Bias-Reduced Logistic Regression"
"1747","2016-12-19","memisc","Tools for Management of Survey Data and the Presentation of
Analysis Results"
"1748","2016-12-19","pipeliner","Machine Learning Pipelines for R"
"1749","2016-12-19","pmclust","Parallel Model-Based Clustering using
Expectation-Gathering-Maximization Algorithm for Finite Mixture
Gaussian Model"
"1750","2016-12-19","PPtreeViz","Projection Pursuit Classification Tree Visualization"
"1751","2016-12-19","qwraps2","Quick Wraps 2"
"1752","2016-12-19","ROI.plugin.lpsolve","'lp_solve' Plugin for the 'R' Optimization Interface"
"1753","2016-12-19","selectr","Translate CSS Selectors to XPath Expressions"
"1754","2016-12-19","tweedie","Tweedie Exponential Family Models"
"1755","2016-12-19","zoo","S3 Infrastructure for Regular and Irregular Time Series (Z's
Ordered Observations)"
"1756","2016-12-18","cobalt","Covariate Balance Tables and Plots"
"1757","2016-12-18","desplot","Plotting Field Plans for Agricultural Experiments"
"1758","2016-12-18","DirectStandardisation","Adjusted Means and Proportions by Direct Standardisation"
"1759","2016-12-18","longurl","Expand Short URLs"
"1760","2016-12-18","magicfor","Magic Functions to Obtain Results from for Loops"
"1761","2016-12-18","pbdMPI","Programming with Big Data – Interface to MPI"
"1762","2016-12-18","pbdZMQ","Programming with Big Data – Interface to ZeroMQ"
"1763","2016-12-18","photobiology","Photobiological Calculations"
"1764","2016-12-18","pls","Partial Least Squares and Principal Component Regression"
"1765","2016-12-18","RAMP","Regularized Generalized Linear Models with Interaction Effects"
"1766","2016-12-18","robustlmm","Robust Linear Mixed Effects Models"
"1767","2016-12-18","rPref","Database Preferences and Skyline Computation"
"1768","2016-12-18","tigerstats","R Functions for Elementary Statistics"
"1769","2016-12-17","ACTCD","Asymptotic Classification Theory for Cognitive Diagnosis"
"1770","2016-12-17","binequality","Methods for Analyzing Binned Income Data"
"1771","2016-12-17","EMCluster","EM Algorithm for Model-Based Clustering of Finite Mixture
Gaussian Distribution"
"1772","2016-12-17","fullfact","Full Factorial Breeding Analysis"
"1773","2016-12-17","MTDrh","Mass Transportation Distance Rank Histogram"
"1774","2016-12-17","MWRidge","Two Stage Moving-Window Ridge Method for Prediction and
Estimation"
"1775","2016-12-17","opticut","Likelihood Based Optimal Partitioning for Indicator Species
Analysis"
"1776","2016-12-17","oXim","Oxycline Index from Matrix Echograms"
"1777","2016-12-17","PepSAVIms","PepSAVI-MS Data Analysis"
"1778","2016-12-17","PGM2","Nested Resolvable Designs and their Associated Uniform Designs"
"1779","2016-12-17","ramify","Additional Matrix Functionality"
"1780","2016-12-17","textutils","Utilities for Handling Strings and Text"
"1781","2016-12-17","touch","Tools of Utilization and Cost in Healthcare"
"1782","2016-12-16","acc","Exploring Accelerometer Data"
"1783","2016-12-16","BANOVA","Hierarchical Bayesian ANOVA Models"
"1784","2016-12-16","binseqtest","Exact Binary Sequential Designs and Analysis"
"1785","2016-12-16","bivrp","Bivariate Residual Plots with Simulation Polygons"
"1786","2016-12-16","cowsay","Messages, Warnings, Strings with Ascii Animals"
"1787","2016-12-16","D3partitionR","Plotting D3 Hierarchical Plots in R and Shiny"
"1788","2016-12-16","dad","Three-Way Data Analysis Through Densities"
"1789","2016-12-16","Ecdat","Data Sets for Econometrics"
"1790","2016-12-16","EpiModel","Mathematical Modeling of Infectious Disease"
"1791","2016-12-16","fields","Tools for Spatial Data"
"1792","2016-12-16","FinancialMath","Financial Mathematics for Actuaries"
"1793","2016-12-16","gatepoints","Easily Gate or Select Points on a Scatter Plot"
"1794","2016-12-16","generalhoslem","Goodness of Fit Tests for Logistic Regression Models"
"1795","2016-12-16","gimms","Download and Process GIMMS NDVI3g Data"
"1796","2016-12-16","jsonld","JSON for Linking Data"
"1797","2016-12-16","lfactors","Factors with Levels"
"1798","2016-12-16","loo","Efficient Leave-One-Out Cross-Validation and WAIC for Bayesian
Models"
"1799","2016-12-16","mockery","Mocking Library for R"
"1800","2016-12-16","multiDimBio","Multivariate Analysis and Visualization for Biological Data"
"1801","2016-12-16","pdfsearch","Search Tools for PDF Files"
"1802","2016-12-16","polyfreqs","Bayesian Population Genomics in Autopolyploids"
"1803","2016-12-16","RcppHoney","Iterator Based Expression Template Expansion of Standard
Operators"
"1804","2016-12-16","reda","Recurrent Event Data Analysis"
"1805","2016-12-16","rncl","An Interface to the Nexus Class Library"
"1806","2016-12-16","RSNNS","Neural Networks in R using the Stuttgart Neural Network
Simulator (SNNS)"
"1807","2016-12-16","semtree","Recursive Partitioning for Structural Equation Models"
"1808","2016-12-16","sjdbc","JDBC Driver Interface"
"1809","2016-12-16","stringdist","Approximate String Matching and String Distance Functions"
"1810","2016-12-16","striprtf","Extract Text from RTF File"
"1811","2016-12-16","tripack","Triangulation of Irregularly Spaced Data"
"1812","2016-12-16","userfriendlyscience","Quantitative Analysis Made Accessible"
"1813","2016-12-16","zenplots","Zigzag Expanded Navigation Plots"
"1814","2016-12-15","AbSim","Time Resolved Simulations of Antibody Repertoires"
"1815","2016-12-15","cartography","Thematic Cartography"
"1816","2016-12-15","coprimary","Sample Size Calculation for Two Primary Time-to-Event Endpoints
in Clinical Trials"
"1817","2016-12-15","dfpk","A Bayesian Dose-Finding Design using Pharmacokinetics(PK) for
Phase I Clinical Trials"
"1818","2016-12-15","explor","Interactive Interfaces for Results Exploration"
"1819","2016-12-15","FLightR","Hidden Markov Model for Solar Geolocation Archival Tags"
"1820","2016-12-15","KoNLP","Korean NLP Package"
"1821","2016-12-15","MvBinary","Modelling Multivariate Binary Data with Blocks of Specific
One-Factor Distribution"
"1822","2016-12-15","NScluster","Simulation and Estimation of the Neyman-Scott Type Spatial
Cluster Models"
"1823","2016-12-15","ordinalCont","Ordinal Regression Analysis for Continuous Scales"
"1824","2016-12-15","redland","RDF Library Bindings in R"
"1825","2016-12-15","rgdal","Bindings for the Geospatial Data Abstraction Library"
"1826","2016-12-15","skellam","Densities and Sampling for the Skellam Distribution"
"1827","2016-12-15","tibbrConnector","R Interface to TIBCO 'tibbr'"
"1828","2016-12-15","tmvnsim","Truncated Multivariate Normal Simulation"
"1829","2016-12-14","activpalProcessing","Process activPAL Events Files"
"1830","2016-12-14","BayesBD","Bayesian Inference for Image Boundaries"
"1831","2016-12-14","bnspatial","Spatial Implementation of Bayesian Networks and Mapping"
"1832","2016-12-14","BTYDplus","Probabilistic Models for Assessing and Predicting your Customer
Base"
"1833","2016-12-14","ca","Simple, Multiple and Joint Correspondence Analysis"
"1834","2016-12-14","ClustVarLV","Clustering of Variables Around Latent Variables"
"1835","2016-12-14","colorspace","Color Space Manipulation"
"1836","2016-12-14","datasets.load","Interface for Loading Datasets"
"1837","2016-12-14","DynNom","Dynamic Nomograms for Linear, Generalized Linear and
Proportional Hazard Models"
"1838","2016-12-14","FLSSS","Multi-Threaded Multidimensional Fixed Size Subset Sum Solver and
Extension to General-Purpose Knapsack Problem"
"1839","2016-12-14","gjam","Generalized Joint Attribute Modeling"
"1840","2016-12-14","mma","Multiple Mediation Analysis"
"1841","2016-12-14","nimble","Flexible BUGS-Compatible System for Hierarchical Statistical
Modeling and Algorithm Development"
"1842","2016-12-14","nomogramEx","Extract Equations from a Nomogram"
"1843","2016-12-14","pals","Color Palettes, Colormaps, and Tools to Evaluate Them"
"1844","2016-12-14","progress","Terminal Progress Bars"
"1845","2016-12-14","relMix","Relationship Inference for DNA Mixtures"
"1846","2016-12-14","revealjs","R Markdown Format for 'reveal.js' Presentations"
"1847","2016-12-14","RpeakChrom","Tools for Chromatographic Column Characterization and Modelling
Chromatographic Peak"
